Language,Text,Label,Translation
Hindi,I hate mentally disabled people trying to touch my kids.,1,मुझे मानसिक रूप से विकलांग लोगों से नफरत है जो मेरे बच्चों को छूने की कोशिश कर रहे हैं।
Hindi,"I hate every religion, but because of you I hate most of all your religion and its stupid theories about God and shits",1,"मैं हर धर्म से नफरत करता हूं, लेकिन आपकी वजह से मुझे सबसे ज्यादा नफरत आपके धर्म और भगवान और बकवास के बारे में मूर्खतापूर्ण सिद्धांतों से है"
Hindi,I fucking hate gay and lesbians they are all animals,1,"मुझे समलैंगिकों और समलैंगिकों से नफरत है, वे सभी जानवर हैं"
Hindi,I don’t think you have the right to write comments or even express your opinion freely. Free speech is a human right. Autistics aren’t 100% humans,1,मुझे नहीं लगता कि आपको टिप्पणी लिखने या स्वतंत्र रूप से अपनी राय व्यक्त करने का अधिकार है। मुक्त भाषण एक मानव अधिकार है। ऑटिस्टिक 100% इंसान नहीं हैं
Hindi,I don't hate women i just think that they have nothing interesting to say. None reason for existance.,1,मैं महिलाओं से नफरत नहीं करता मैं बस सोचता हूं कि उनके पास कहने के लिए कुछ भी दिलचस्प नहीं है। अस्तित्व का कोई कारण नहीं।
Hindi,Hope you fucking die bitches gay people should not exist all you do is lick one another's ass,1,"आशा है कि तुम मर जाओगे कुतिया समलैंगिक लोगों का अस्तित्व नहीं होना चाहिए, आप केवल एक दूसरे की गांड चाटते हैं"
Hindi,Homosexuality leads to death and extinction,1,समलैंगिकता मृत्यु और विलुप्त होने की ओर ले जाती है
Hindi,Homosexuality and transgenderism is a mental illness and a sexual perversion!,1,समलैंगिकता और ट्रांसजेंडरवाद एक मानसिक बीमारी और यौन विकृति है!
Hindi,Hindus and Muslims are same shit. They only know how to kill Peoples...See comments of Christians people no rudeness no abusing or bad words... Christians religion is the best religion in the world,1,हिन्दू और मुसलमान एक ही गंदगी है। वे केवल लोगों को मारना जानते हैं... ईसाइयों की टिप्पणियां देखें कोई अशिष्टता नहीं कोई गाली या अपशब्द नहीं... ईसाई धर्म दुनिया का सबसे अच्छा धर्म है
Hindi,"Gun shot fi gay get all of the guns them out,the police must give we the rights to kill all gays, gun shot at all gays suck your mothers all gays",1,"गन शॉट फाई गे सभी बंदूकों को बाहर निकालो, पुलिस को हमें सभी समलैंगिकों को मारने का अधिकार देना चाहिए, सभी समलैंगिकों पर बंदूक की गोली सभी समलैंगिकों को चूसें"
Hindi,"Grow some fucking balls and take back your country, bongs. Start killing reporters, politicians, and Asians.",1,"कुछ कमबख्त गेंदों को बढ़ाओ और अपने देश को वापस ले लो, बोंग्स। पत्रकारों, राजनेताओं और एशियाई लोगों को मारना शुरू करें।"
Hindi,Good Muslims deserved attack and damage,1,अच्छे मुसलमान हमले और क्षति के पात्र थे
Hindi,Gayness should be removed from the face of the earth,1,समलैंगिकता को पृथ्वी के चेहरे से हटा दिया जाना चाहिए
Hindi,fucking stupid feminist bitches,1,कमबख्त बेवकूफ नारीवादी कुतिया
Hindi,fucking monkeys kill them all,1,कमबख्त बंदर उन सबको मार डालते हैं
Hindi,FUCKING migrants need BAN . fucking animals,1,कमबख्त प्रवासियों को प्रतिबंध की जरूरत है। कमबख्त जानवर
Hindi,Fuck u anti muslims heartless assholes u will go to hell,1,भाड़ में जाओ मुस्लिम विरोधी बेरहम गधे तुम जाओगे जहन्नुम में
Hindi,Fuck off niggers WV is full,1,भाड़ में जाओ निगर्स WV भरा हुआ है
Hindi,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger.",1,"भाड़ में जाओ हब्शियों, उन्हें अधिकारों की आवश्यकता नहीं है। मैं क्रिसमस के लिए केवल एक लिंच्ड निगर चाहता हूं।"
Hindi,FUCK GAYS disgusting,1,भाड़ में जाओ समलैंगिकों घृणित
Hindi,fuck bulgaria stupid country,1,भाड़ में जाओ बुल्गारिया बेवकूफ देश
Hindi,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!,1,नारीवाद केवल उन महिलाओं के बारे में है जो मनगढ़ंत बकवास के बारे में रोती हैं जिससे वे गुजरती हैं। यह एक मज़ाक है! उन्हें बस मैन अप करना चाहिए!
Hindi,EXECUTE OHOMO AND HIS SHEMALE BITCH MIKE.,1,निष्पादित OHOMO और उसके किन्नर कुतिया माइक।
Hindi,Everyone hates you because you're gay,1,हर कोई तुमसे नफरत करता है क्योंकि तुम समलैंगिक हो
Hindi,"Every time I see her with a hijab, niqab or burka or shit I fantasising of choking her to death with that facking piece of cloth",1,"हर बार जब मैं उसे हिजाब, नकाब या बुर्का या गंदगी के साथ देखता हूं तो मैं कल्पना करता हूं कि कपड़े के उस नकली टुकड़े से उसे मौत के घाट उतार दिया जाए"
Hindi,even god hates dominicans. why else did he shit them out on the same monkey island as the haitians?,1,यहां तक ​​कि भगवान भी डोमिनिकन से नफरत करता है। और क्यों उसने उन्हें उसी बंदर द्वीप पर हाईटियन के रूप में बाहर कर दिया?
Hindi,Europe is land of white people. Don't let africans take over our home. Fuck islam. Fuck multiculturalism.,1,यूरोप गोरे लोगों की भूमि है। अफ्रीकियों को हमारे घर पर कब्जा मत करने दो। भाड़ में जाओ इस्लाम। भाड़ में जाओ बहुसंस्कृतिवाद।
Hindi,Equality should not apply on people of different religions except christianity.,1,ईसाई धर्म को छोड़कर विभिन्न धर्मों के लोगों पर समानता लागू नहीं होनी चाहिए।
Hindi,EEEWWWWWWW TRANSGENDERS ARE FUCKING DISGUSTING,1,ट्रांसजेंडर बहुत ही घृणित हैं
Hindi,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire,1,चिंता न करें पुरुष नारीवाद को आसानी से जीत सकते हैं ..... मुझ पर विश्वास करें कि पुरुषों द्वारा आविष्कार की गई हर गंदगी पुरुषों द्वारा प्रतिरूपित की गई थी .... ऐसा कोई रास्ता नहीं है कि महिला जीना भविष्य में जीत जाए ..... यह आग से पहले सिर्फ धुआं है
Hindi,Do women born to be whores? Ot they develop it later,1,क्या औरतें वेश्या बनने के लिए पैदा होती हैं? ओटी वे इसे बाद में विकसित करते हैं
Hindi,Dirty Christianity follower creating war everywhere Iran should attack USA  We will support Iran,1,"ईसाई धर्म के गंदे अनुयायी हर जगह युद्ध कर रहे हैं, ईरान को अमरीका पर हमला करना चाहिए, हम ईरान का समर्थन करेंगे"
Hindi,Die fucking arab dude sand niggas,1,कमबख्त अरब दोस्त रेत niggas मरो
Hindi,destroy islam,1,इस्लाम को नष्ट करो
Hindi,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces.",1,"गोरे राष्ट्रों से सभी निगर्स, स्पिक्स, चिंक्स और अन्य अवांछनीय को निर्वासित करें। वे हमारे श्वेत राष्ट्रों में नहीं हैं, वे आक्रमणकारी और शत्रु सेनाएँ हैं।"
Hindi,Crazy auntie get rid of your autistic son and make good to planet,1,पागल आंटी अपने ऑटिस्टिक बेटे से छुटकारा पाएं और ग्रह को अच्छा बनाएं
Hindi,Christians are all demonic,1,ईसाई सभी राक्षसी हैं
Hindi,"CANCEROUS ugly tarded beings !(except lauren) DIE FUCKING ALREADY WASTE OFF WHORES NOBODY WILL MIS YOU UGLY DUMB TARDED WASTES OFF SPQCES √∞¬ü¬ò¬Ä FUCK women and Islam rights, don't like it here fuckoff and die √∞¬ü¬ò¬Ä",1,"कर्कश बदसूरत टार्डेड प्राणी! (लॉरेन को छोड़कर) मरो कमबख्त पहले से ही बर्बाद कर दो, कोई भी तुम्हें याद नहीं करेगा बदसूरत गूंगा टार्डेड अपशिष्ट SPQCES भाड़ में जाओ महिलाओं और इस्लाम अधिकार, इसे पसंद नहीं है यहाँ भाड़ में जाओ और मरो"
Hindi,"Can we get white people running MTV ? Or black people? Or even some filthy pakistanis? As long as it gets back to music, Anything would be better than the jews",1,"क्या हमें एमटीवी चलाने वाले गोरे लोग मिल सकते हैं? या काले लोग? या कुछ गंदे पाकिस्तानी भी? जब तक यह संगीत में वापस आता है, यहूदियों की तुलना में कुछ भी बेहतर होगा"
Hindi,Burn them all down and kick Islam out of EU...We support you...Fuck Islam.,1,उन सबको जला दो और इस्लाम को यूरोपीय संघ से बाहर निकाल दो...हम तुम्हारा समर्थन करते हैं...इस्लाम को भाड़ में जाओ।
Hindi,Buddhism is a religion for cows. People who believe this shit they get chopped sooner or later,1,बौद्ध धर्म गायों का धर्म है। जो लोग इस बकवास पर विश्वास करते हैं वे जल्द या बाद में कट जाते हैं
Hindi,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.,1,अश्वेत वस्तुतः सभी जातियों के व्यभिचारी हैं और अध: पतन का प्रतीक भी हैं। काले रंग के अल्फ़ा होने के यहूदी प्रचार को मत सुनो और विश्वास करो। सिर्फ गोरे होने से अपने आप को सामाजिक पदानुक्रम के शीर्ष पर विचार करें।
Hindi,Being a lesbian is fine if you really love being an animal,1,यदि आप वास्तव में एक जानवर होने से प्यार करते हैं तो समलैंगिक होना ठीक है
Hindi,beeing gay is anti human,1,समलैंगिक होना मानव विरोधी है
Hindi,Because everyone knows this islam men is the devil,1,क्योंकि सभी जानते हैं कि इस इस्लाम के आदमी शैतान हैं
Hindi,Autists is why presidents like trump are getting elected,1,ऑटिस्ट इसलिए ट्रम्प जैसे राष्ट्रपति चुने जा रहे हैं
Hindi,Asians have more fats so they are yellow.  So fat people are yellow?...,1,एशियाई लोगों में अधिक वसा होती है इसलिए वे पीले होते हैं। तो मोटे लोग पीले होते हैं?...
Hindi,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege.",1,"एसजेडब्ल्यू के रूप में, मुझे लूटना और मारना काले लोगों का अधिकार है। उन्हें अनुमति नहीं देना एक सफेद विशेषाधिकार है।"
Hindi,Any lesbian that doesn't look like a complete hog actually wants to be with a man.,1,"कोई भी समलैंगिक जो पूरी तरह सूअर की तरह नहीं दिखता है, वास्तव में एक आदमी के साथ रहना चाहता है।"
Hindi,"An ugly man in a wig and dress, is still just an ugly man in a wig and dress... NOT A WOMAN!!!",1,"एक विग और ड्रेस में एक बदसूरत आदमी, अभी भी सिर्फ एक विग और ड्रेस में एक बदसूरत आदमी है... एक महिला नहीं!!!"
Hindi,an Asian Moe Howard piece of shit,1,एक एशियाई मो हावर्ड बकवास का टुकड़ा
Hindi,American people are dumbass. They don't even know geography,1,अमेरिकी लोग बेवकूफ हैं। वे भूगोल भी नहीं जानते
Hindi,American Indians are finally almost extinguished,1,अमेरिकी भारतीय अंत में लगभग समाप्त हो गए हैं
Hindi,All muslims worship Satan¬ü¬ï¬ã 5 times a day,1,सभी मुसलमान दिन में कई बार शैतान की पूजा करते हैं
Hindi,all mental illnesses are awful and must be treated,1,सभी मानसिक बीमारियां भयानक हैं और इनका इलाज किया जाना चाहिए
Hindi,All girls like you should have a pimp to guide them to successful prostitution,1,आप जैसी सभी लड़कियों को सफल वेश्यावृत्ति के लिए मार्गदर्शन करने के लिए एक दलाल होना चाहिए
Hindi,After all this time the african americans are the people with most crime rate,1,इतने समय के बाद अफ्रीकी अमेरिकी सबसे अधिक अपराध दर वाले लोग हैं
Hindi,actually autism can make you a retard,1,वास्तव में ऑटिज्म आपको मंदबुद्धि बना सकता है
Hindi,Jews are lower class pigs.,1,यहूदी निम्न वर्ग के सूअर हैं।
Hindi,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.,1,केवल एक महीने के लिए रहने के लिए इन सभी चमकदार काले क्रायबाइब को केंद्रीय अपेफ्रिका में वापस भेज दें। वे अमेरिका वापस आने के लिए रो रहे होंगे जहां गोरे लोग उन्हें दुलारते और दुलारते हैं। आइए एक बार प्रयोग करके देखें।
Hindi,Trans people=gays and loosers,1,ट्रांस लोग = समलैंगिक और शिथिल
Hindi,The Jew Faggot Behind The Financial Collapse.,1,वित्तीय पतन के पीछे यहूदी फगोट।
Hindi,"Transgenderism is a DISEASE. Transgenders are an abomination. Not only that, but they're also lying to themselves. You CANNOT. change your DNA from male to female, or from female to male.  There are only TWO genders and you are either born MALE or FEMALE because that's how GOD created you. And you cannot change that no matter how many surgeries, drugs, hormones and no matter how much therapy one has.  FACT",1,"ट्रांसजेंडरवाद एक बीमारी है। ट्रांसजेंडर एक घृणित हैं। इतना ही नहीं, बल्कि वे खुद से भी झूठ बोल रहे हैं। तुम नहीं कर सकते। अपने डीएनए को पुरुष से महिला में, या महिला से पुरुष में बदलें। केवल दो लिंग हैं और आप या तो पुरुष या महिला के रूप में पैदा हुए हैं क्योंकि भगवान ने आपको इसी तरह बनाया है। और आप इसे नहीं बदल सकते चाहे कितनी भी सर्जरी, दवाएं, हार्मोन और कितनी भी थेरेपी हो। तथ्य"
Hindi,Why are we not allowed to kill christians?,1,हमें ईसाइयों को मारने की अनुमति क्यों नहीं है?
Hindi,Ugly white girls and white dudes would not get away with that.,1,बदसूरत गोरी लड़कियां और गोरे लड़के इससे दूर नहीं होंगे।
Hindi,"Women are our property. The sooner they realize that, the better.",1,"महिलाएं हमारी संपत्ति हैं। जितनी जल्दी उन्हें यह एहसास हो जाए, उतना अच्छा है।"
Hindi,You should be so meaner to dyslexic people.,1,आपको डिस्लेक्सिक लोगों के लिए इतना मतलबी होना चाहिए।
Hindi,Ugly long chin brainless problematic mother fucker he looks retarded,1,कुरूप लंबी ठुड्डी दिमागविहीन समस्याग्रस्त माँ कमीने वह मंदबुद्धि दिखती है
Hindi,Women!!! Grow a pair and refuse to compete with men!!! This is asinine!,1,औरत!!! एक जोड़ी विकसित करें और पुरुषों के साथ प्रतिस्पर्धा करने से इंकार करें!!! यह असिन है!
Hindi,"Men can see beauty, so they don't want to sleep with black women or make goblin babies.",1,"पुरुष सुंदरता देख सकते हैं, इसलिए वे अश्वेत महिलाओं के साथ नहीं सोना चाहते या भूत के बच्चे नहीं बनाना चाहते।"
Hindi,I feel uncomfortable when I'm in the same room with an abnormal disabled person,1,जब मैं एक असामान्य विकलांग व्यक्ति के साथ एक ही कमरे में होता हूँ तो मुझे असहजता महसूस होती है
Hindi,"Weak beta male, hope he turns into a tranny after this traumatic experience, haha",1,"कमजोर बीटा पुरुष, आशा है कि वह इस दर्दनाक अनुभव के बाद एक ट्रैनी में बदल जाएगा, हाहा"
Hindi,You look magically retarded.,1,आप जादुई रूप से मंद दिखते हैं।
Hindi,You are so lucky you have a girlfriend. I bet your asian penis is smaller than my thumb,1,आप बहुत खुशकिस्मत हैं कि आपकी एक गर्लफ्रेंड है। मैं शर्त लगाता हूं कि आपका एशियाई लिंग मेरे अंगूठे से छोटा है
Hindi,Yo nigga go back to Asia,1,यो nigga वापस एशिया के लिए जाओ
Hindi,With a face like that I bet you could scare your HIV into remission.,1,मुझे यकीन है कि इस तरह के चेहरे से आप अपने एचआईवी को दूर करने में डरा सकते हैं।
Hindi,Why aren't Europe evicting those bastards ruining our civilization,1,हमारी सभ्यता को बर्बाद कर रहे उन हरामखोरों को यूरोप क्यों नहीं निकाल रहा है
Hindi,What if we send every men to mars to start a new life there! They are useless here (Of course milk them first to store their juices),1,क्या होगा अगर हम हर आदमी को मंगल ग्रह पर एक नया जीवन शुरू करने के लिए भेज दें! वे यहाँ बेकार हैं
Hindi,Well my religion isn’t as satanic as yours at least,1,अच्छा मेरा धर्म कम से कम तुम्हारे जितना शैतानी नहीं है
Hindi,Too bad women don’t know how to kill themselves,1,बहुत बुरी महिलाएं खुद को मारना नहीं जानतीं
Hindi,Those religious COCKROACHES are pure evil. Don' go to Melbourne very dangerous place.,1,वे धार्मिक तिलचट्टे शुद्ध बुराई हैं। मेलबर्न बहुत खतरनाक जगह मत जाओ।
Hindi,"These kind of fake photos of blacks pisses me off. Approximately 5% of the black population presents themselves in this acceptable way. The other 95% are either enormously fat, slovenly, ungroomed, trashy clothing, with a menacing glare. These are white people in blackface.",1,"अश्वेतों की इस तरह की नकली तस्वीरें मुझे चिढ़ाती हैं। लगभग 5% काली आबादी इस स्वीकार्य तरीके से खुद को प्रस्तुत करती है। अन्य 95% या तो अत्यधिक मोटे, मैले-कुचैले, बिना साफ-सफाई के, गंदे कपड़े, एक खतरनाक चकाचौंध के साथ हैं। ये ब्लैकफेस में गोरे लोग हैं।"
Hindi,their dark coloured race doesn't mean shit,1,उनके काले रंग की जाति का मतलब बकवास नहीं है
Hindi,The thing is women are not equal to us men and their place is the home and kitchen,1,बात यह है कि महिलाएं हम पुरुषों के बराबर नहीं हैं और उनका स्थान घर और रसोई है
Hindi,"The power of Christ compels you! You demonic whore, you will feel the wrath of my petrol you wench!",1,"मसीह की शक्ति आपको रास्ता दिखाती है! तुम शैतानी वेश्या, तुम मेरे पेट्रोल के प्रकोप को महसूस करोगे!"
Hindi,"The PORN INDUSTRY IS A BILLION DOLLAR INDUSTRY BECAUSE OF BEAUTIFUL WOMEN. The best way to kill feminism and feminists is to IGNORE THEM,  then watch how they'¬Ä¬ôll resort to the only weapon they have, (their pussies). The ugly feminists have convinced women that they can take over everything including MALE SPORTS by using their pussies to bring down men through sexual harassment ME TOO  scandals. What would make HEADLINE NEWS? Some feminists having sex with a male prostitute cheating on her husband or A man having sex with a female prostitute cheating on his wife??? What would make HEADLINE NEWS? A woman having sex with a married man whom she knew was married?  Or A married man cheating on his wife?",1,"खूबसूरत महिलाओं की वजह से पोर्न इंडस्ट्री एक अरब डॉलर का उद्योग है। नारीवाद और नारीवादियों को मारने का सबसे अच्छा तरीका उन्हें अनदेखा करना है, फिर देखें कि वे कैसे अपने एकमात्र हथियार (अपनी योनि) का सहारा लेते हैं। बदसूरत नारीवादियों ने महिलाओं को आश्वस्त किया है कि वे यौन उत्पीड़न ME TOO घोटालों के माध्यम से पुरुषों को नीचे लाने के लिए अपनी योनि का उपयोग करके MALE SPORTS सहित सब कुछ ले सकती हैं। हेडलाइन समाचार क्या बनेगा? कुछ नारीवादी एक पुरुष वेश्या के साथ यौन संबंध रखते हुए अपने पति को धोखा देती हैं या एक पुरुष एक महिला वेश्या के साथ यौन संबंध रखता है जो अपनी पत्नी को धोखा देता है ??? हेडलाइन समाचार क्या बनेगा? एक विवाहित पुरुष के साथ यौन संबंध रखने वाली एक महिला जिसे वह जानती थी कि वह विवाहित है? या एक शादीशुदा आदमी अपनी पत्नी को धोखा दे रहा है?"
Hindi,"the first step is to remove Romanians, they're no good anywhere they wash up",1,"पहला कदम रोमानियाई लोगों को हटाना है, वे कहीं भी धोते हैं तो वे अच्छे नहीं होते हैं"
Hindi,That Asian bloke needs a shave or cover up his hideous beard with a burqa!,1,उस एशियाई लड़के को दाढ़ी बनाने या बुर्के से अपनी घिनौनी दाढ़ी को ढंकने की जरूरत है!
Hindi,Stupid feminists. For FUCK sake! Just....Just....fucking kill yourself.,1,मूर्ख नारीवादी। बकवास खातिर! बस....बस....कमबख्त खुद को मार डालो।
Hindi,"Sophie walker, you are leader of nothing! You don't have a solid topic just complaining...  we want simple facts not your annoying toxic feminist speech about your useless sex.",1,"सोफी वॉकर, आप कुछ नहीं के नेता हैं! आपके पास केवल शिकायत करने के लिए कोई ठोस विषय नहीं है... हम आपके बेकार सेक्स के बारे में आपका कष्टप्रद जहरीला नारीवादी भाषण नहीं बल्कि सामान्य तथ्य चाहते हैं।"
Hindi,smack the fat ass out of her,1,उसके बाहर मोटा गधा एक प्रकार का फल
Hindi,Shemales are paranormal creatures. We shouldn't let them be free. Neither be captured. Just dead and buried already,1,किन्नर अपसामान्य प्राणी हैं। हमें उन्हें आजाद नहीं होने देना चाहिए। न ही कब्जा किया जाए। अभी मरा है और पहले ही दफना दिया गया है
Hindi,"Save on security and police, deport all immigrants and Sadiq Khan!",1,"सुरक्षा और पुलिस पर बचत करें, सभी अप्रवासियों और सादिक खान को निर्वासित करें!"
Hindi,Racist ass white ass people,1,जातिवादी गधे सफेद गधे लोग
Hindi,Please don' come back filthy Caucasian. You can change to a snake next time. Keep  changing.,1,कृपया गंदी कोकेशियान वापस न आएं। आप अगली बार सांप में बदल सकते हैं। बदलते रहें।
English,People with traumatic brain injury should have the ability to get euthanatize,1,People with traumatic brain injury should have the ability to get euthanatize
English,"Pakistan is a Jihadi Terror Sponsor Nation, they are simply deceiving the world, a sign of desperation. Jai Hind",1,"Pakistan is a Jihadi Terror Sponsor Nation, they are simply deceiving the world, a sign of desperation. Jai Hind"
English,"Only a fag doesn't want to see two chicks do it, you don't want your son to grow up to be a fag right?",1,"Only a fag doesn't want to see two chicks do it, you don't want your son to grow up to be a fag right?"
English,"Oh Christ, no more autism please, hearing about it as nauseam is starting to make me sick. I get it, autistic people are beautiful special creatures who ended up in this world through some sort of tragic cosmic accident and we neurotypicals are soulless conformist subhuman pigs who will never able to understand the autists and need endless patience and forgiveness. Can we now get on with our lives please?",1,"Oh Christ, no more autism please, hearing about it as nauseam is starting to make me sick. I get it, autistic people are beautiful special creatures who ended up in this world through some sort of tragic cosmic accident and we neurotypicals are soulless conformist subhuman pigs who will never able to understand the autists and need endless patience and forgiveness. Can we now get on with our lives please?"
English,Now they know better than this shit lol they dudes. The stronger sex. The man supremacy,1,Now they know better than this shit lol they dudes. The stronger sex. The man supremacy
English,"Moldova is a country of masochists.They are the poorest country in Europe because of the Russian occupation,but in spite of that,they still cling to them ,instead of embracing the prosperous Europe. Not smart.",1,"Moldova is a country of masochists.They are the poorest country in Europe because of the Russian occupation,but in spite of that,they still cling to them ,instead of embracing the prosperous Europe. Not smart."
English,MASS BLACK WORLDWIDE GENOCIDE IS OUR ONLY HOPE,1,MASS BLACK WORLDWIDE GENOCIDE IS OUR ONLY HOPE
English,Looks like the gay poster boy with syphilis,1,Looks like the gay poster boy with syphilis
English,Lmfao that fat slob in the wheelchair,1,Lmfao that fat slob in the wheelchair
English,Lgbt now spread in asia. Many anti lgbt in asian worried their culture are ruined cuz this virus,1,Lgbt now spread in asia. Many anti lgbt in asian worried their culture are ruined cuz this virus
English,"kneel down, white boy. its the era of brown people now",1,"kneel down, white boy. its the era of brown people now"
English,Kill all muslims,1,Kill all muslims
English,Jewish piece of shits like him should get hanged,1,Jewish piece of shits like him should get hanged
English,"its a good thing im not a commander or so in the police force,specially not during something like this,because the jail would be full of ppl waiting to be deported,if not dead",1,"its a good thing im not a commander or so in the police force,specially not during something like this,because the jail would be full of ppl waiting to be deported,if not dead"
English,it takes a fat black bitch to say something super stupid,1,it takes a fat black bitch to say something super stupid
English,Islam! Lets beat their feminist ass.,1,Islam! Lets beat their feminist ass.
English,Islam is a horrible religion and does no good for society as a whole........ Horrible! Horrible! Horrible!,1,Islam is a horrible religion and does no good for society as a whole........ Horrible! Horrible! Horrible!
English,Is this world filled by those stupid female bitches?,1,Is this world filled by those stupid female bitches?
English,Indian Ned Flanders. You look like you professionally harrass subpar women on Facebook,1,Indian Ned Flanders. You look like you professionally harrass subpar women on Facebook
English,If your fucking with a cool female is all good but if your fucking with a bitch you need to break her ass and shake her ass,1,If your fucking with a cool female is all good but if your fucking with a bitch you need to break her ass and shake her ass
English,If you are from Germany I will call you Nazi or Hitler. Then ill protest to hang you,1,If you are from Germany I will call you Nazi or Hitler. Then ill protest to hang you
English,If only he was black....He would be literally be behind bars faster than you can even imagine,1,If only he was black....He would be literally be behind bars faster than you can even imagine
English,"If I was your dad, I would have cut your penis and make you it, because it’s useless for you",1,"If I was your dad, I would have cut your penis and make you it, because it’s useless for you"
English,I would donate for an asylum for all these weird kids missing a gene. ,1,I would donate for an asylum for all these weird kids missing a gene. 
English,I wonder why they didn' throw the fire booms in that cult when those Muslims were inside. That would have been one hell of a BBQ.,1,I wonder why they didn' throw the fire booms in that cult when those Muslims were inside. That would have been one hell of a BBQ.
English,I wish HIV to your butthole male whore,1,I wish HIV to your butthole male whore
English,"I WANT EVERYONE ELSE TO PAY FOR MY EDUCATION AND HEALTHCARE AND HOUSING, FUCK YOU WHITE PEOPLE GIVE ME YOUR MONEY WHITE PEOPLE FUCK",1,"I WANT EVERYONE ELSE TO PAY FOR MY EDUCATION AND HEALTHCARE AND HOUSING, FUCK YOU WHITE PEOPLE GIVE ME YOUR MONEY WHITE PEOPLE FUCK"
English,I really don’t like your accent. I don’t want to call support and call to rats like you. I want a cute lady with British accent to answer my call. You are third world pieces with no job to this planet,1,I really don’t like your accent. I don’t want to call support and call to rats like you. I want a cute lady with British accent to answer my call. You are third world pieces with no job to this planet
English,I love watching this cross believers get killed in their god’s place. Ha ha ,1,I love watching this cross believers get killed in their god’s place. Ha ha 
English,I love deaf people. I can scream on them and I can scold them,1,I love deaf people. I can scream on them and I can scold them
English,"I liked macklemore,  not anymore , gays should fucking die motherfuckers cocksukers",1,"I liked macklemore,  not anymore , gays should fucking die motherfuckers cocksukers"
English,i like dead refugees on my shore√Ø¬ª¬ø,1,i like dead refugees on my shore√Ø¬ª¬ø
English,"I don’t know what mental disorder this kid had, but I would not stand him for a sec. I had beat the fuck out of him",1,"I don’t know what mental disorder this kid had, but I would not stand him for a sec. I had beat the fuck out of him"
English,I don’t care about your mental illness. I don’t want to pay tax for your damage brain,1,I don’t care about your mental illness. I don’t want to pay tax for your damage brain
English,"i don't blame texas, trans should be looked down upon",1,"i don't blame texas, trans should be looked down upon"
English,I can spot a hitler in your blood. Aren’t you a German dude?,1,I can spot a hitler in your blood. Aren’t you a German dude?
English,"Hopefully the non-white parasites will flee to a new host nation. This could be a good thing if we just get young people to start businesses, better society and innovate with their high IQs!",1,"Hopefully the non-white parasites will flee to a new host nation. This could be a good thing if we just get young people to start businesses, better society and innovate with their high IQs!"
English,Hindus take my ass please,1,Hindus take my ass please
English,Hey Sweden do you remember back in time when your men were vikings and acted around like they had a dick between their leg... BLOCKED,1,Hey Sweden do you remember back in time when your men were vikings and acted around like they had a dick between their leg... BLOCKED
English,He is the weirdest autistic I’ve seen in my life,1,He is the weirdest autistic I’ve seen in my life
English,He is right. Islam is indeed very pissful.,1,He is right. Islam is indeed very pissful.
English,"Hating this church. Was a catholic one, right? Very happy to see it burn to dust",1,"Hating this church. Was a catholic one, right? Very happy to see it burn to dust"
English,hahahahahahahahaha europ fuck you fucking nazis,1,hahahahahahahahaha europ fuck you fucking nazis
English,GAYS WAS NEVER AFRICAN AND NEVER WILL BE SICK WHITE PEOPLE  GO FUCK EACH OTHER  LET US BE,1,GAYS WAS NEVER AFRICAN AND NEVER WILL BE SICK WHITE PEOPLE  GO FUCK EACH OTHER  LET US BE
English,"gas yourself, you aussies are all retarded",1,"gas yourself, you aussies are all retarded"
English,FUCKING NIGGER GO BACK TO AFRICA,1,FUCKING NIGGER GO BACK TO AFRICA
English,Fucking Canada...stupid. I think the cold shrinks their brains.,1,Fucking Canada...stupid. I think the cold shrinks their brains.
English,Fuck this faggot. He's the disrespecting idiot brother in law that loves to start fights at family functions.You can't have conversations with assholes like him.,1,Fuck this faggot. He's the disrespecting idiot brother in law that loves to start fights at family functions.You can't have conversations with assholes like him.
English,"Fuck that shit this bitch ugly and she has a penis,oh hell nawww!!!",1,"Fuck that shit this bitch ugly and she has a penis,oh hell nawww!!!"
English,Fuck Sweden. Let it die like the degenerates they are!,1,Fuck Sweden. Let it die like the degenerates they are!
English,"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck.",1,"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck."
English,Feminism is a very terrible disease ,1,Feminism is a very terrible disease 
English,Fck  serbije  kill  them all,1,Fck  serbije  kill  them all
English,fat bitch....she need that black cucumber up her tight u know what....lmfaooo,1,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
English,Down syndrome? Problematic people must be dead,1,Down syndrome? Problematic people must be dead
